agent_id,year,month,ape_target_usd
35,2024,9,2151.84
35,2024,10,2163.08
35,2024,11,2073.97
35,2024,12,2198.16
35,2025,1,1995.73
35,2025,2,1998.17
35,2025,3,1899.79
35,2025,4,1880.53
35,2025,5,2103.02
35,2025,6,2164.09
35,2025,7,2131.13
35,2025,8,1839.76
35,2025,9,2146.49
35,2025,10,2037.26
35,2025,11,1957.84
35,2025,12,2035.92
36,2023,1,1914.87
36,2023,2,2105.28
36,2023,3,2112.21
36,2023,4,1871.93
36,2023,5,2142.77
36,2023,6,1879.34
36,2023,7,2163.3
36,2023,8,2175.2
36,2023,9,1913.17
36,2023,10,2017.04
36,2023,11,1848.4
36,2023,12,1997.22
36,2024,1,1866.29
36,2024,2,1994.06
36,2024,3,1988.86
36,2024,4,2096.05
36,2024,5,1839.71
36,2024,6,1838.39
36,2024,7,1926.69
36,2024,8,2135.11
36,2024,9,2150.89
36,2024,10,1962.94
36,2024,11,1957.48
36,2024,12,1841.68
36,2025,1,2076.41
36,2025,2,1894.58
36,2025,3,1973.18
36,2025,4,2039.53
36,2025,5,1832.37
36,2025,6,1883.49
36,2025,7,2023.02
36,2025,8,2179.91
36,2025,9,2083.25
36,2025,10,2090.74
36,2025,11,1890.32
36,2025,12,1828.34
37,2023,1,4194.54
37,2023,2,3954.41
37,2023,3,3688.57
37,2023,4,3732.29
37,2023,5,3626.4
37,2023,6,4147.11
37,2023,7,4331.93
37,2023,8,4078.91
37,2023,9,3762.82
37,2023,10,4004.47
37,2023,11,4069.33
37,2023,12,4148.53
37,2024,1,3835.73
37,2024,2,4271.92
37,2024,3,3988.72
37,2024,4,4295.16
37,2024,5,4339.35
37,2024,6,3985.01
37,2024,7,3798.41
37,2024,8,3736.32
37,2024,9,4371.84
37,2024,10,3644.88
37,2024,11,4259.2
37,2024,12,4034.43
37,2025,1,3843.69
37,2025,2,4015.95
37,2025,3,4046.58
37,2025,4,4057.33
37,2025,5,4302.4
37,2025,6,4063.45
37,2025,7,4037.86
37,2025,8,4132.72
37,2025,9,3994.71
37,2025,10,3764.2
37,2025,11,4240.08
37,2025,12,4123.22
38,2023,1,1968.53
38,2023,2,2125.77
38,2023,3,1876.18
38,2023,4,2024.12
38,2023,5,1858.9
38,2023,6,1826.89
38,2023,7,1832.54
38,2023,8,1886.83
38,2023,9,1830.44
38,2023,10,1801.06
38,2023,11,1865.62
38,2023,12,2099.15
38,2024,1,1832.02
38,2024,2,1965.41
38,2024,3,1999.28
38,2024,4,2023.07
38,2024,5,1883.08
38,2024,6,2116.86
38,2024,7,1890.77
38,2024,8,1910.26
38,2024,9,2045.7
38,2024,10,2127.97
38,2024,11,2043.42
38,2024,12,1953.57
38,2025,1,2148.36
38,2025,2,1953.71
38,2025,3,2042.82
38,2025,4,1928.18
38,2025,5,1820.45
38,2025,6,1898.11
38,2025,7,1825.83
38,2025,8,2010.42
38,2025,9,1807.32
38,2025,10,2054.92
38,2025,11,1875.4
38,2025,12,2048.11
39,2023,1,1936.35
39,2023,2,2044.06
39,2023,3,1997.0
39,2023,4,2051.06
39,2023,5,1905.83
39,2023,6,2051.44
39,2023,7,2194.16
39,2023,8,2057.96
39,2023,9,2077.21
39,2023,10,2025.79
39,2023,11,1838.32
39,2023,12,1977.87
39,2024,1,1928.45
39,2024,2,2068.47
39,2024,3,2119.04
39,2024,4,1822.69
39,2024,5,2182.15
39,2024,6,1922.62
39,2024,7,1917.74
39,2024,8,1851.54
39,2024,9,1905.34
39,2024,10,1884.89
39,2024,11,2070.01
39,2024,12,2042.56
39,2025,1,2150.9
39,2025,2,1967.26
39,2025,3,1962.31
39,2025,4,2026.96
39,2025,5,1892.27
39,2025,6,2085.59
39,2025,7,2110.93
39,2025,8,2038.37
39,2025,9,2118.55
39,2025,10,2075.02
39,2025,11,1925.7
39,2025,12,1801.05
40,2023,1,2157.19
40,2023,2,2103.38
40,2023,3,2022.02
40,2023,4,2189.26
40,2023,5,1879.95
40,2023,6,2064.88
40,2023,7,1827.17
40,2023,8,1909.36
40,2023,9,1888.65
40,2023,10,2055.45
40,2023,11,1837.36
40,2023,12,1861.09
40,2024,1,2059.66
40,2024,2,1972.1
40,2024,3,1990.46
40,2024,4,1858.66
40,2024,5,1935.77
40,2024,6,1970.69
40,2024,7,2142.58
40,2024,8,2145.36
40,2024,9,2101.51
40,2024,10,1811.3
40,2024,11,2156.46
40,2024,12,2016.32
40,2025,1,1800.0
40,2025,2,1961.9
40,2025,3,2035.93
40,2025,4,1864.27
40,2025,5,1942.47
40,2025,6,1985.0
40,2025,7,1898.17
40,2025,8,1827.08
40,2025,9,1843.33
40,2025,10,1980.22
40,2025,11,2101.64
40,2025,12,2107.67
42,2023,1,852.19
42,2023,2,744.12
42,2023,3,874.1
42,2023,4,749.83
42,2023,5,730.18
42,2023,6,726.12
42,2023,7,828.85
42,2023,8,850.18
42,2023,9,761.81
42,2023,10,798.15
42,2023,11,733.47
42,2023,12,868.52
42,2024,1,753.47
42,2024,2,764.32
42,2024,3,847.96
42,2024,4,789.96
42,2024,5,873.55
42,2024,6,816.84
42,2024,7,769.07
42,2024,8,803.62
42,2024,9,772.16
42,2024,10,797.76
42,2024,11,861.53
42,2024,12,733.89
42,2025,1,809.35
42,2025,2,803.59
42,2025,3,733.01
42,2025,4,797.42
42,2025,5,872.07
42,2025,6,816.74
42,2025,7,782.84
42,2025,8,749.82
42,2025,9,870.77
42,2025,10,743.81
42,2025,11,791.22
42,2025,12,741.32
43,2023,1,2185.42
43,2023,2,1939.77
43,2023,3,2151.66
43,2023,4,2111.47
43,2023,5,2095.3
43,2023,6,2098.84
43,2023,7,2087.41
43,2023,8,2116.06
43,2023,9,2166.65
43,2023,10,1917.93
43,2023,11,1897.7
43,2023,12,1914.87
43,2024,1,2008.66
43,2024,2,1959.37
43,2024,3,1854.84
43,2024,4,1880.16
43,2024,5,1973.79
43,2024,6,2100.43
43,2024,7,2183.42
43,2024,8,1953.09
43,2024,9,2012.16
43,2024,10,2198.41
43,2024,11,2198.19
43,2024,12,1989.44
43,2025,1,1800.8
43,2025,2,2120.25
43,2025,3,1963.52
43,2025,4,2066.23
43,2025,5,2059.72
43,2025,6,2169.88
43,2025,7,2091.97
43,2025,8,1827.01
43,2025,9,2088.93
43,2025,10,1968.75
43,2025,11,2000.67
43,2025,12,2178.11
44,2023,1,727.23
44,2023,2,860.98
44,2023,3,850.41
44,2023,4,732.5
44,2023,5,832.8
44,2023,6,763.37
44,2023,7,828.43
44,2023,8,848.3
44,2023,9,761.45
44,2023,10,804.83
44,2023,11,872.16
44,2023,12,815.13
44,2024,1,806.42
44,2024,2,781.01
44,2024,3,832.96
44,2024,4,830.7
44,2024,5,757.71
44,2024,6,768.82
44,2024,7,856.68
44,2024,8,766.86
44,2024,9,872.27
44,2024,10,749.11
44,2024,11,779.6
44,2024,12,723.25
44,2025,1,732.3
44,2025,2,809.67
44,2025,3,771.86
44,2025,4,850.51
44,2025,5,777.99
44,2025,6,775.7
44,2025,7,788.47
44,2025,8,871.13
44,2025,9,808.44
44,2025,10,746.02
44,2025,11,850.74
44,2025,12,757.66
45,2023,1,1971.42
45,2023,2,1820.06
45,2023,3,1800.25
45,2023,4,2150.45
45,2023,5,1938.03
45,2023,6,1900.41
45,2023,7,2196.37
45,2023,8,1953.89
45,2023,9,2108.6
45,2023,10,2127.11
45,2023,11,1928.02
45,2023,12,1930.35
45,2024,1,1872.92
45,2024,2,1830.13
45,2024,3,2030.88
45,2024,4,2097.11
45,2024,5,1952.4
45,2024,6,2168.93
45,2024,7,2076.21
45,2024,8,2173.5
45,2024,9,2056.92
45,2024,10,2162.78
45,2024,11,1853.56
45,2024,12,1817.94
45,2025,1,1950.41
45,2025,2,1816.46
45,2025,3,2052.38
45,2025,4,2164.12
45,2025,5,1867.33
45,2025,6,1926.68
45,2025,7,2150.53
45,2025,8,2162.21
45,2025,9,1891.53
45,2025,10,2057.69
45,2025,11,1991.65
45,2025,12,2065.52
46,2023,1,1852.84
46,2023,2,2123.32
46,2023,3,1872.72
46,2023,4,2043.03
46,2023,5,2176.99
46,2023,6,1801.01
46,2023,7,2076.54
46,2023,8,1997.26
46,2023,9,2100.48
46,2023,10,2184.97
46,2023,11,2061.61
46,2023,12,2182.15
46,2024,1,2040.84
46,2024,2,1862.69
46,2024,3,1973.27
46,2024,4,1810.49
46,2024,5,2102.08
46,2024,6,1985.79
46,2024,7,2166.18
46,2024,8,1891.74
46,2024,9,2173.85
46,2024,10,2028.26
46,2024,11,2029.33
46,2024,12,1930.49
46,2025,1,1886.2
46,2025,2,1887.89
46,2025,3,1875.77
46,2025,4,1846.22
46,2025,5,1934.27
46,2025,6,2052.96
46,2025,7,2167.92
46,2025,8,1834.17
46,2025,9,1872.19
46,2025,10,2083.11
46,2025,11,1949.58
46,2025,12,1929.03
47,2023,1,2138.6
47,2023,2,2061.07
47,2023,3,1998.84
47,2023,4,1995.97
47,2023,5,1971.8
47,2023,6,1974.65
47,2023,7,2089.5
47,2023,8,2101.47
47,2023,9,2000.11
47,2023,10,2110.11
47,2023,11,1865.23
47,2023,12,2157.55
47,2024,1,2135.83
47,2024,2,2112.07
47,2024,3,1807.44
47,2024,4,2106.76
47,2024,5,2162.27
47,2024,6,2144.64
47,2024,7,1849.47
47,2024,8,2160.49
47,2024,9,1868.89
47,2024,10,2109.99
47,2024,11,2010.82
47,2024,12,1881.61
47,2025,1,1895.6
47,2025,2,2174.12
47,2025,3,1977.82
47,2025,4,2029.5
47,2025,5,1834.56
47,2025,6,1907.17
47,2025,7,2008.31
47,2025,8,2156.07
47,2025,9,1824.17
47,2025,10,1911.72
47,2025,11,2107.93
47,2025,12,2180.92
48,2023,1,1964.34
48,2023,2,2183.77
48,2023,3,2139.43
48,2023,4,1946.76
48,2023,5,1823.04
48,2023,6,2173.56
48,2023,7,2154.24
48,2023,8,1860.58
48,2023,9,2077.84
48,2023,10,1963.49
48,2023,11,2186.32
48,2023,12,2139.37
48,2024,1,1847.73
48,2024,2,1924.37
48,2024,3,2182.57
48,2024,4,2072.65
48,2024,5,1902.93
48,2024,6,1948.77
48,2024,7,1840.89
48,2024,8,1993.88
48,2024,9,1883.02
48,2024,10,2185.61
48,2024,11,1818.87
48,2024,12,2108.48
48,2025,1,1945.0
48,2025,2,1953.1
48,2025,3,1875.32
48,2025,4,1886.87
48,2025,5,2109.73
48,2025,6,2012.01
48,2025,7,2138.31
48,2025,8,2150.89
48,2025,9,1966.16
48,2025,10,1885.22
48,2025,11,1856.49
48,2025,12,2008.41
49,2023,1,1860.59
49,2023,2,2074.01
49,2023,3,1950.59
49,2023,4,1822.9
49,2023,5,1849.04
49,2023,6,1927.28
49,2023,7,1988.71
49,2023,8,2063.27
49,2023,9,1953.02
49,2023,10,2040.22
49,2023,11,2095.93
49,2023,12,1918.74
49,2024,1,1930.07
49,2024,2,2041.89
49,2024,3,1943.05
49,2024,4,2153.73
49,2024,5,2162.48
49,2024,6,1840.61
49,2024,7,1891.64
49,2024,8,1919.2
49,2024,9,2169.46
49,2024,10,2037.76
49,2024,11,1892.08
49,2024,12,2044.66
49,2025,1,2198.26
49,2025,2,1983.89
49,2025,3,2024.63
49,2025,4,2057.05
49,2025,5,1982.6
49,2025,6,2066.25
49,2025,7,1873.36
49,2025,8,2082.98
49,2025,9,1878.81
49,2025,10,2193.77
49,2025,11,2060.69
49,2025,12,1820.59
50,2023,1,2163.39
50,2023,2,1855.45
50,2023,3,2133.4
50,2023,4,2177.11
50,2023,5,1857.01
50,2023,6,2053.75
50,2023,7,1835.14
50,2023,8,2052.24
50,2023,9,1930.19
50,2023,10,1959.93
50,2023,11,2117.11
50,2023,12,2132.49
50,2024,1,1994.4
50,2024,2,2091.79
50,2024,3,1867.53
50,2024,4,1994.12
50,2024,5,1968.55
50,2024,6,1822.0
50,2024,7,2096.71
50,2024,8,2152.56
50,2024,9,1847.54
50,2024,10,1901.12
50,2024,11,1811.11
50,2024,12,1902.78
50,2025,1,2179.13
50,2025,2,2187.85
50,2025,3,1802.55
50,2025,4,2002.04
50,2025,5,2068.3
50,2025,6,1974.48
50,2025,7,1817.45
50,2025,8,1870.71
50,2025,9,1843.35
50,2025,10,2172.03
50,2025,11,1888.42
50,2025,12,2032.97
51,2023,1,2150.31
51,2023,2,1970.51
51,2023,3,1863.32
51,2023,4,2001.53
51,2023,5,1937.5
51,2023,6,1884.52
51,2023,7,1953.2
51,2023,8,2145.28
51,2023,9,1957.53
51,2023,10,2140.48
51,2023,11,1892.1
51,2023,12,2139.14
51,2024,1,1880.38
51,2024,2,1952.52
51,2024,3,2146.03
51,2024,4,2081.13
51,2024,5,1816.86
51,2024,6,2189.79
51,2024,7,2065.98
51,2024,8,1830.69
51,2024,9,2079.54
51,2024,10,1972.84
51,2024,11,1926.17
51,2024,12,1855.53
51,2025,1,1887.53
51,2025,2,1917.26
51,2025,3,1801.36
51,2025,4,1809.48
51,2025,5,2187.84
51,2025,6,1996.7
51,2025,7,1823.97
51,2025,8,2098.85
51,2025,9,2187.34
51,2025,10,2099.25
51,2025,11,2196.13
51,2025,12,2163.71
52,2023,1,4158.9
52,2023,2,3865.57
52,2023,3,4260.89
52,2023,4,3854.01
52,2023,5,3847.75
52,2023,6,4134.27
52,2023,7,4099.44
52,2023,8,4278.13
52,2023,9,3834.25
52,2023,10,3906.97
52,2023,11,4108.01
52,2023,12,3775.09
52,2024,1,3634.88
52,2024,2,3887.48
52,2024,3,3947.96
52,2024,4,3712.0
52,2024,5,3866.39
52,2024,6,4353.69
52,2024,7,3914.48
52,2024,8,3896.52
52,2024,9,3641.3
52,2024,10,3760.63
52,2024,11,3819.09
52,2024,12,4399.54
52,2025,1,3971.38
52,2025,2,3956.2
52,2025,3,4302.94
52,2025,4,3911.46
52,2025,5,3796.76
52,2025,6,3780.12
52,2025,7,4285.4
52,2025,8,4121.29
52,2025,9,3684.89
52,2025,10,3854.62
52,2025,11,3951.69
52,2025,12,3754.81
53,2023,1,847.14
53,2023,2,808.11
53,2023,3,743.01
53,2023,4,742.88
53,2023,5,799.0
53,2023,6,815.93
53,2023,7,729.94
53,2023,8,810.02
53,2023,9,827.98
53,2023,10,873.27
53,2023,11,818.52
53,2023,12,834.85
53,2024,1,863.3
53,2024,2,779.94
53,2024,3,826.28
53,2024,4,802.72
53,2024,5,745.08
53,2024,6,836.88
53,2024,7,831.34
53,2024,8,749.64
53,2024,9,763.13
53,2024,10,857.61
53,2024,11,726.02
53,2024,12,722.2
53,2025,1,858.55
53,2025,2,735.33
53,2025,3,747.14
53,2025,4,866.82
53,2025,5,851.98
53,2025,6,753.42
53,2025,7,863.13
53,2025,8,769.33
53,2025,9,771.53
53,2025,10,878.68
53,2025,11,865.23
53,2025,12,831.57
54,2023,1,777.41
54,2023,2,829.54
54,2023,3,819.95
54,2023,4,801.84
54,2023,5,847.02
54,2023,6,852.02
54,2023,7,731.34
54,2023,8,740.11
54,2023,9,763.64
54,2023,10,797.65
54,2023,11,874.32
54,2023,12,813.66
54,2024,1,807.9
54,2024,2,796.93
54,2024,3,819.97
54,2024,4,795.22
54,2024,5,765.66
54,2024,6,841.73
54,2024,7,865.32
54,2024,8,820.77
54,2024,9,777.52
54,2024,10,862.65
54,2024,11,735.41
54,2024,12,831.12
54,2025,1,808.32
54,2025,2,779.03
54,2025,3,866.12
54,2025,4,791.91
54,2025,5,869.42
54,2025,6,857.45
54,2025,7,842.13
54,2025,8,781.17
54,2025,9,748.94
54,2025,10,768.37
54,2025,11,823.6
54,2025,12,862.28
55,2023,1,720.81
55,2023,2,820.81
55,2023,3,728.77
55,2023,4,838.93
55,2023,5,879.2
55,2023,6,829.62
55,2023,7,873.92
55,2023,8,800.44
55,2023,9,798.37
55,2023,10,765.5
55,2023,11,846.0
55,2023,12,828.05
55,2024,1,866.29
55,2024,2,837.33
55,2024,3,807.24
55,2024,4,780.99
55,2024,5,759.36
55,2024,6,722.92
55,2024,7,800.0
55,2024,8,803.81
55,2024,9,781.2
55,2024,10,872.17
55,2024,11,813.82
55,2024,12,756.81
55,2025,1,820.53
55,2025,2,842.52
55,2025,3,768.2
55,2025,4,849.19
55,2025,5,770.69
55,2025,6,874.86
55,2025,7,879.99
55,2025,8,815.26
55,2025,9,752.17
55,2025,10,831.48
55,2025,11,752.69
55,2025,12,867.89
56,2023,1,3665.42
56,2023,2,3873.67
56,2023,3,3892.81
56,2023,4,3718.37
56,2023,5,3670.67
56,2023,6,4183.52
56,2023,7,3956.29
56,2023,8,3734.97
56,2023,9,3862.91
56,2023,10,4102.66
56,2023,11,3853.19
56,2023,12,4342.73
56,2024,1,3620.26
56,2024,2,4058.87
56,2024,3,4337.95
56,2024,4,4247.9
56,2024,5,3713.72
56,2024,6,3948.88
56,2024,7,4304.59
56,2024,8,3891.84
56,2024,9,4112.85
56,2024,10,3704.16
56,2024,11,4352.23
56,2024,12,4119.92
56,2025,1,4318.31
56,2025,2,4327.06
56,2025,3,4002.74
56,2025,4,4308.05
56,2025,5,3814.64
56,2025,6,4376.47
56,2025,7,4214.6
56,2025,8,3752.57
56,2025,9,4042.29
56,2025,10,4224.91
56,2025,11,3871.39
56,2025,12,4081.84
58,2023,1,2006.41
58,2023,2,1822.61
58,2023,3,1875.64
58,2023,4,1881.91
58,2023,5,2091.94
58,2023,6,2105.24
58,2023,7,2103.87
58,2023,8,2059.21
58,2023,9,2186.29
58,2023,10,2125.16
58,2023,11,1861.11
58,2023,12,2091.48
58,2024,1,1946.17
58,2024,2,2047.58
58,2024,3,2116.01
58,2024,4,2059.48
58,2024,5,1908.69
58,2024,6,1824.48
58,2024,7,2132.78
58,2024,8,1973.21
58,2024,9,1845.33
58,2024,10,1916.9
58,2024,11,2117.95
58,2024,12,2111.04
58,2025,1,2102.22
58,2025,2,2122.25
58,2025,3,2135.02
58,2025,4,2176.41
58,2025,5,1952.22
58,2025,6,2031.85
58,2025,7,1937.25
58,2025,8,1825.68
58,2025,9,1905.43
58,2025,10,2158.64
58,2025,11,1910.04
58,2025,12,2066.21
60,2023,1,1872.61
60,2023,2,2036.78
60,2023,3,1889.27
60,2023,4,2017.82
60,2023,5,1851.42
60,2023,6,2073.38
60,2023,7,1832.74
60,2023,8,1973.22
60,2023,9,2053.33
60,2023,10,1897.09
60,2023,11,2042.67
60,2023,12,1848.96
60,2024,1,2119.96
60,2024,2,2122.9
60,2024,3,2051.35
60,2024,4,1884.59
60,2024,5,2158.16
60,2024,6,1975.43
60,2024,7,1992.07
60,2024,8,1804.63
60,2024,9,2058.29
60,2024,10,1916.99
60,2024,11,2008.27
60,2024,12,1811.4
60,2025,1,1998.48
60,2025,2,2005.44
60,2025,3,2116.79
60,2025,4,1982.36
60,2025,5,2180.27
60,2025,6,1935.99
60,2025,7,1831.78
60,2025,8,2066.91
60,2025,9,1959.77
60,2025,10,1812.34
60,2025,11,2195.89
60,2025,12,1993.79
61,2023,1,4309.02
61,2023,2,4063.14
61,2023,3,4047.72
61,2023,4,4006.27
61,2023,5,3872.45
61,2023,6,3775.84
61,2023,7,4072.63
61,2023,8,3672.57
61,2023,9,3760.29
61,2023,10,4239.03
61,2023,11,3668.08
61,2023,12,3634.85
61,2024,1,4039.6
61,2024,2,3714.35
61,2024,3,4009.81
61,2024,4,3930.17
61,2024,5,4083.83
61,2024,6,4160.19
61,2024,7,3689.41
61,2024,8,3711.23
61,2024,9,3607.09
61,2024,10,4274.45
61,2024,11,3993.14
61,2024,12,3889.21
61,2025,1,3993.07
61,2025,2,4098.47
61,2025,3,3754.69
61,2025,4,3683.83
61,2025,5,3690.37
61,2025,6,4226.37
61,2025,7,4139.96
61,2025,8,3836.22
61,2025,9,4225.74
61,2025,10,4083.14
61,2025,11,4151.75
61,2025,12,3640.75
62,2023,1,1997.51
62,2023,2,1913.54
62,2023,3,2182.51
62,2023,4,1897.7
62,2023,5,2146.13
62,2023,6,2176.87
62,2023,7,2192.94
62,2023,8,2095.12
62,2023,9,1898.55
62,2023,10,1869.2
62,2023,11,2061.89
62,2023,12,2169.55
62,2024,1,1927.72
62,2024,2,1886.8
62,2024,3,1813.3
62,2024,4,2127.08
62,2024,5,1851.66
62,2024,6,2155.81
62,2024,7,2125.62
62,2024,8,2027.58
62,2024,9,1883.81
62,2024,10,1939.87
62,2024,11,2160.12
62,2024,12,2109.37
62,2025,1,2010.47
62,2025,2,1841.49
62,2025,3,1973.11
62,2025,4,1935.05
62,2025,5,2090.57
62,2025,6,2040.36
62,2025,7,1873.95
62,2025,8,1970.74
62,2025,9,1824.52
62,2025,10,1869.67
62,2025,11,1992.86
62,2025,12,1944.59
63,2023,1,3821.21
63,2023,2,4247.57
63,2023,3,3675.6
63,2023,4,4394.68
63,2023,5,4262.97
63,2023,6,3946.54
63,2023,7,4363.94
63,2023,8,3951.65
63,2023,9,4334.22
63,2023,10,4189.33
63,2023,11,4227.51
63,2023,12,3620.11
63,2024,1,3755.36
63,2024,2,3703.45
63,2024,3,3656.51
63,2024,4,4356.6
63,2024,5,4226.23
63,2024,6,4140.24
63,2024,7,4352.58
63,2024,8,3764.78
63,2024,9,4015.55
63,2024,10,4065.95
63,2024,11,3645.0
63,2024,12,3911.14
63,2025,1,4105.37
63,2025,2,4069.37
63,2025,3,4058.71
63,2025,4,4115.14
63,2025,5,3912.59
63,2025,6,3911.89
63,2025,7,4054.14
63,2025,8,4297.71
63,2025,9,3606.35
63,2025,10,4046.96
63,2025,11,4312.39
63,2025,12,4341.88
64,2023,1,1977.24
64,2023,2,2151.61
64,2023,3,2167.1
64,2023,4,2141.49
64,2023,5,1957.1
64,2023,6,1833.11
64,2023,7,2057.47
64,2023,8,1980.99
64,2023,9,2102.43
64,2023,10,1820.28
64,2023,11,1991.55
64,2023,12,1903.88
64,2024,1,2034.76
64,2024,2,1828.97
64,2024,3,2140.88
64,2024,4,2139.69
64,2024,5,2132.11
64,2024,6,1879.21
64,2024,7,1811.52
64,2024,8,1849.75
64,2024,9,2030.83
64,2024,10,2144.06
64,2024,11,1975.73
64,2024,12,1960.0
64,2025,1,1916.21
64,2025,2,1891.23
64,2025,3,1930.65
64,2025,4,2180.79
64,2025,5,2058.5
64,2025,6,1818.69
64,2025,7,1845.43
64,2025,8,2123.4
64,2025,9,1863.2
64,2025,10,2173.81
64,2025,11,1949.82
64,2025,12,2055.93
65,2023,1,2140.88
65,2023,2,2126.31
65,2023,3,1968.51
65,2023,4,2115.9
65,2023,5,1831.5
65,2023,6,2155.62
65,2023,7,1842.73
65,2023,8,2075.84
65,2023,9,1944.49
65,2023,10,1913.66
65,2023,11,2055.2
65,2023,12,2048.22
65,2024,1,2029.37
65,2024,2,2080.0
65,2024,3,1820.62
65,2024,4,1938.94
65,2024,5,1920.95
65,2024,6,1922.98
65,2024,7,1834.89
65,2024,8,2009.71
65,2024,9,2191.58
65,2024,10,2183.41
65,2024,11,1821.82
65,2024,12,2185.7
65,2025,1,1954.68
65,2025,2,1858.34
65,2025,3,2194.57
65,2025,4,2100.62
65,2025,5,1887.86
65,2025,6,1950.66
65,2025,7,1969.43
65,2025,8,1897.27
65,2025,9,2026.58
65,2025,10,2057.27
65,2025,11,1801.14
65,2025,12,1978.85
66,2023,1,2183.54
66,2023,2,1857.79
66,2023,3,1928.73
66,2023,4,1866.36
66,2023,5,1918.99
66,2023,6,2077.6
66,2023,7,2144.12
66,2023,8,2083.84
66,2023,9,1853.09
66,2023,10,2140.23
66,2023,11,1832.85
66,2023,12,2069.86
66,2024,1,2001.55
66,2024,2,2198.2
66,2024,3,1816.01
66,2024,4,2146.35
66,2024,5,2087.73
66,2024,6,1857.44
66,2024,7,1933.4
66,2024,8,1802.99
66,2024,9,1995.18
66,2024,10,2018.11
66,2024,11,2046.88
66,2024,12,1929.41
66,2025,1,2058.79
66,2025,2,1847.28
66,2025,3,2019.07
66,2025,4,1802.35
66,2025,5,2068.51
66,2025,6,1932.78
66,2025,7,2197.77
66,2025,8,2103.45
66,2025,9,1948.19
66,2025,10,2078.15
66,2025,11,2088.09
66,2025,12,2028.36
67,2023,1,2125.39
67,2023,2,1881.56
67,2023,3,2100.69
67,2023,4,1913.72
67,2023,5,1805.9
67,2023,6,1845.16
67,2023,7,2051.71
67,2023,8,2001.98
67,2023,9,1851.03
67,2023,10,2010.81
67,2023,11,1925.25
67,2023,12,1943.42
67,2024,1,2082.68
67,2024,2,2137.46
67,2024,3,1867.12
67,2024,4,2022.83
67,2024,5,1815.61
67,2024,6,1980.49
67,2024,7,2130.37
67,2024,8,2043.61
67,2024,9,2056.03
67,2024,10,1968.38
67,2024,11,1937.52
67,2024,12,2196.37
67,2025,1,2004.03
67,2025,2,1944.35
67,2025,3,2057.71
67,2025,4,2131.51
67,2025,5,2183.66
67,2025,6,1858.86
67,2025,7,1930.35
67,2025,8,2007.18
67,2025,9,2079.15
67,2025,10,2178.09
67,2025,11,2098.52
67,2025,12,2170.74
68,2023,1,1963.43
68,2023,2,1833.7
68,2023,3,2013.17
68,2023,4,2021.93
68,2023,5,1820.67
68,2023,6,2062.03
68,2023,7,2074.88
68,2023,8,1862.09
68,2023,9,2168.18
68,2023,10,2142.63
68,2023,11,2135.06
68,2023,12,1949.02
68,2024,1,1929.93
68,2024,2,1837.71
68,2024,3,1855.01
68,2024,4,2144.18
68,2024,5,1841.82
68,2024,6,1931.55
68,2024,7,1962.08
68,2024,8,1876.75
68,2024,9,2068.6
68,2024,10,2063.66
68,2024,11,2066.27
68,2024,12,1907.34
68,2025,1,2072.8
68,2025,2,2000.93
68,2025,3,2155.87
68,2025,4,2163.36
68,2025,5,1994.02
68,2025,6,2156.24
68,2025,7,1930.1
68,2025,8,1974.83
68,2025,9,1952.3
68,2025,10,1846.87
68,2025,11,1869.95
68,2025,12,1864.78
69,2023,1,2193.55
69,2023,2,1858.13
69,2023,3,1842.44
69,2023,4,1953.87
69,2023,5,2037.26
69,2023,6,1992.82
69,2023,7,2121.04
69,2023,8,1926.52
69,2023,9,2127.64
69,2023,10,2050.87
69,2023,11,1899.09
69,2023,12,1838.52
69,2024,1,1822.5
69,2024,2,2133.42
69,2024,3,1866.33
69,2024,4,1907.17
69,2024,5,2014.61
69,2024,6,1899.05
69,2024,7,1874.42
69,2024,8,1955.9
69,2024,9,2055.24
69,2024,10,1836.46
69,2024,11,2179.52
69,2024,12,2018.12
69,2025,1,1972.96
69,2025,2,2045.05
69,2025,3,2053.74
69,2025,4,1986.79
69,2025,5,2158.37
69,2025,6,1972.39
69,2025,7,1802.0
69,2025,8,2091.03
69,2025,9,1819.02
69,2025,10,2040.49
69,2025,11,2134.18
69,2025,12,1961.53
70,2023,1,2196.27
70,2023,2,2084.86
70,2023,3,1890.31
70,2023,4,1880.57
70,2023,5,2091.27
70,2023,6,2124.87
70,2023,7,1953.19
70,2023,8,2190.53
70,2023,9,1870.66
70,2023,10,1875.87
70,2023,11,1935.71
70,2023,12,2185.1
70,2024,1,1905.39
70,2024,2,2179.45
70,2024,3,2069.62
70,2024,4,2063.81
70,2024,5,2175.66
70,2024,6,1949.64
70,2024,7,1987.59
70,2024,8,1804.82
70,2024,9,1827.62
70,2024,10,2054.24
70,2024,11,1864.11
70,2024,12,2182.51
70,2025,1,1836.32
70,2025,2,2075.37
70,2025,3,1820.07
70,2025,4,1935.57
70,2025,5,2065.74
70,2025,6,2190.94
70,2025,7,2122.98
70,2025,8,1944.08
70,2025,9,2039.93
70,2025,10,1944.59
70,2025,11,1888.95
70,2025,12,1991.71
71,2023,1,1856.18
71,2023,2,1832.37
71,2023,3,2134.34
71,2023,4,2013.53
71,2023,5,2190.51
71,2023,6,1885.63
71,2023,7,2044.54
71,2023,8,1939.27
71,2023,9,1973.69
71,2023,10,1861.16
71,2023,11,1876.86
71,2023,12,1935.63
