policy_id,agent_id,product_id,issue_date_key,renewal_due_date_key,renewal_status,premium_usd
2237,48,5,20240516,20250516,lapsed,901.84
2238,48,6,20241011,20251011,renewed,843.01
2239,48,3,20230324,20240323,renewed,1091.41
2240,48,4,20241106,20251106,renewed,519.47
2241,48,3,20240421,20250421,renewed,1129.26
2242,48,6,20240305,20250305,renewed,6058.76
2243,48,4,20230921,20240920,renewed,398.4
2244,48,2,20240217,20250216,renewed,434.63
2245,48,1,20240623,20250623,lapsed,4655.52
2246,48,4,20230717,20240716,renewed,262.25
2247,48,3,20231017,20241016,lapsed,2821.39
2248,48,5,20230906,20240905,lapsed,224.66
2249,48,3,20240605,20250605,renewed,2244.22
2250,48,3,20231010,20241009,lapsed,2508.61
2251,48,4,20230626,20240625,renewed,555.21
2252,48,1,20230906,20240905,renewed,2817.45
2253,48,1,20240713,20250713,grace,4261.44
2254,48,6,20240104,20250103,renewed,7927.64
2255,49,3,20230815,20240814,renewed,495.33
2256,49,3,20230216,20240216,lapsed,1760.37
2257,49,2,20240709,20250709,lapsed,4365.8
2258,49,2,20240718,20250718,lapsed,1592.24
2259,49,6,20230119,20240119,lapsed,7193.67
2260,49,4,20240206,20250205,renewed,2535.83
2261,49,6,20240716,20250716,lapsed,696.77
2262,49,1,20230813,20240812,renewed,3517.74
2263,49,1,20230705,20240704,renewed,3844.06
2264,49,3,20240601,20250601,renewed,412.66
2265,49,3,20230726,20240725,renewed,441.0
2266,49,1,20240108,20250107,renewed,1019.03
2267,49,3,20240906,20250906,renewed,1025.73
2268,49,1,20230917,20240916,renewed,2506.49
2269,49,1,20230418,20240417,renewed,1002.67
2270,49,6,20240404,20250404,renewed,7594.76
2271,49,1,20240503,20250503,renewed,558.67
2272,49,2,20230225,20240225,grace,409.5
2273,49,1,20230610,20240609,renewed,4918.03
2274,49,3,20230903,20240902,renewed,920.43
2275,49,1,20230603,20240602,renewed,4906.94
2276,49,1,20240821,20250821,renewed,847.54
2277,49,5,20230329,20240328,renewed,629.14
2278,49,4,20240308,20250308,renewed,605.64
2279,49,1,20230214,20240214,renewed,4911.02
2280,49,2,20240701,20250701,renewed,4307.01
2281,49,1,20241123,20251123,renewed,3008.99
2282,49,5,20231022,20241021,renewed,927.17
2283,49,2,20240710,20250710,lapsed,4387.76
2284,49,5,20230416,20240415,renewed,346.26
2285,49,5,20240625,20250625,lapsed,758.76
2286,49,2,20240801,20250801,renewed,2281.96
2287,49,1,20241014,20251014,lapsed,4972.45
2288,49,1,20240226,20250225,lapsed,2377.15
2289,49,3,20230526,20240525,renewed,1836.06
2290,49,4,20240319,20250319,lapsed,678.61
2291,49,5,20230801,20240731,renewed,1149.7
2292,49,3,20241002,20251002,renewed,2658.73
2293,49,1,20241013,20251013,lapsed,992.91
2294,49,3,20230216,20240216,renewed,2927.27
2295,49,3,20230630,20240629,renewed,2589.58
2296,49,5,20240624,20250624,renewed,1185.07
2297,49,2,20230407,20240406,grace,2535.07
2298,49,2,20240612,20250612,grace,3981.97
2299,49,3,20240410,20250410,lapsed,456.32
2300,49,6,20240819,20250819,renewed,3918.58
2301,49,2,20240122,20250121,renewed,4560.28
2302,49,2,20231214,20241213,renewed,1806.09
2303,49,4,20230324,20240323,renewed,1561.71
2304,49,6,20231019,20241018,grace,3789.43
2305,49,3,20230316,20240315,renewed,1570.76
2306,49,5,20230903,20240902,renewed,805.4
2307,49,3,20240111,20250110,renewed,2435.93
2308,49,6,20230216,20240216,renewed,7655.66
2309,49,1,20240530,20250530,lapsed,2776.88
2310,49,3,20230717,20240716,renewed,1024.37
2311,49,5,20240209,20250208,lapsed,628.24
2312,49,3,20230425,20240424,renewed,1314.38
2313,49,2,20240210,20250209,renewed,2181.97
2314,49,2,20240726,20250726,lapsed,520.4
2315,49,6,20230527,20240526,renewed,1168.73
2316,49,4,20240314,20250314,renewed,2087.79
2317,49,2,20240410,20250410,renewed,2601.95
2318,49,6,20230515,20240514,renewed,1501.11
2319,49,2,20231202,20241201,renewed,3982.44
2320,49,1,20230614,20240613,renewed,1592.35
2321,49,3,20240224,20250223,renewed,1015.1
2322,49,5,20240410,20250410,renewed,274.15
2323,49,4,20230427,20240426,lapsed,1553.39
2324,49,2,20240218,20250217,renewed,2659.04
2325,49,5,20231219,20241218,renewed,411.72
2326,50,4,20240125,20250124,renewed,1555.01
2327,50,6,20241102,20251102,grace,6682.83
2328,50,6,20240321,20250321,renewed,1429.26
2329,50,4,20240401,20250401,renewed,1616.53
2330,50,5,20241029,20251029,lapsed,694.84
2331,50,5,20231118,20241117,renewed,318.29
2332,50,1,20240706,20250706,renewed,1670.16
2333,50,5,20230612,20240611,renewed,1163.46
2334,50,1,20231022,20241021,lapsed,2604.33
2335,50,5,20231224,20241223,renewed,197.78
2336,50,2,20230416,20240415,renewed,2375.77
2337,50,1,20240909,20250909,renewed,2510.48
2338,50,5,20240224,20250223,renewed,318.08
2339,50,4,20240321,20250321,lapsed,2260.22
2340,50,6,20230725,20240724,renewed,4028.2
2341,50,6,20231106,20241105,renewed,2082.69
2342,50,6,20230327,20240326,renewed,6625.7
2343,50,3,20240417,20250417,renewed,446.89
2344,50,4,20231125,20241124,lapsed,2703.39
2345,50,4,20240315,20250315,renewed,2399.22
2346,50,6,20230929,20240928,lapsed,5075.61
2347,50,4,20230815,20240814,grace,1807.81
2348,50,3,20230315,20240314,renewed,1083.72
2349,50,4,20240923,20250923,renewed,320.22
2350,50,6,20231212,20241211,lapsed,2568.6
2351,50,3,20230629,20240628,renewed,2799.93
2352,50,5,20231017,20241016,renewed,1184.21
2353,50,3,20240502,20250502,lapsed,1801.11
2354,50,3,20240817,20250817,lapsed,793.92
2355,50,4,20231112,20241111,renewed,2334.81
2356,50,6,20230628,20240627,grace,6056.33
2357,50,6,20231218,20241217,renewed,5045.36
2358,50,6,20230703,20240702,renewed,2757.86
2359,50,6,20230723,20240722,renewed,1493.65
2360,50,5,20240703,20250703,renewed,864.62
2361,50,4,20230507,20240506,lapsed,607.17
2362,50,5,20241013,20251013,lapsed,812.86
2363,50,5,20241028,20251028,grace,213.67
2364,50,2,20231223,20241222,renewed,1120.5
2365,50,2,20241018,20251018,renewed,1448.26
2366,50,6,20231203,20241202,renewed,3581.4
2367,50,1,20240131,20250130,renewed,651.77
2368,50,3,20231020,20241019,renewed,830.56
2369,50,1,20240929,20250929,grace,4277.76
2370,50,1,20240313,20250313,renewed,4943.93
2371,50,6,20231003,20241002,lapsed,5704.39
2372,50,5,20240220,20250219,renewed,296.92
2373,50,4,20231118,20241117,renewed,1568.2
2374,50,1,20231201,20241130,renewed,2767.53
2375,50,3,20241123,20251123,renewed,1189.31
2376,50,2,20230210,20240210,renewed,1152.89
2377,50,5,20231025,20241024,renewed,611.84
2378,50,3,20230610,20240609,renewed,2021.61
2379,50,4,20240112,20250111,renewed,2503.99
2380,50,1,20230304,20240303,renewed,3098.64
2381,51,4,20241020,20251020,renewed,363.02
2382,51,6,20240629,20250629,lapsed,2573.55
2383,51,3,20240321,20250321,renewed,2903.4
2384,51,3,20231222,20241221,renewed,1779.74
2385,51,3,20241023,20251023,renewed,2706.47
2386,51,1,20230812,20240811,renewed,1327.89
2387,51,5,20240904,20250904,lapsed,145.22
2388,51,6,20241124,20251124,renewed,5951.97
2389,51,2,20230316,20240315,lapsed,1109.06
2390,51,6,20230428,20240427,renewed,1483.37
2391,51,1,20231007,20241006,renewed,2139.16
2392,51,5,20231026,20241025,lapsed,999.59
2393,51,1,20241013,20251013,renewed,3384.73
2394,51,6,20230307,20240306,renewed,1552.08
2395,51,1,20230405,20240404,renewed,1047.89
2396,51,1,20231013,20241012,lapsed,1268.94
2397,51,4,20240207,20250206,grace,1537.41
2398,51,4,20240317,20250317,renewed,1543.02
2399,51,6,20230706,20240705,lapsed,4216.53
2400,51,6,20240728,20250728,lapsed,1461.8
2401,51,4,20240707,20250707,renewed,2473.88
2402,51,6,20230413,20240412,lapsed,5680.4
2403,51,2,20230505,20240504,renewed,3382.08
2404,51,1,20240423,20250423,lapsed,2997.12
2405,51,2,20240612,20250612,lapsed,2728.06
2406,51,2,20240422,20250422,renewed,1187.42
2407,51,4,20240606,20250606,renewed,2456.8
2408,51,1,20240406,20250406,renewed,2231.34
2409,51,6,20230718,20240717,renewed,1390.69
2410,51,4,20240730,20250730,renewed,273.71
2411,51,2,20231112,20241111,renewed,4592.22
2412,51,3,20240511,20250511,lapsed,745.25
2413,51,2,20241009,20251009,grace,3952.67
2414,51,5,20240830,20250830,renewed,1104.31
2415,51,5,20231110,20241109,lapsed,866.93
2416,51,1,20230105,20240105,renewed,3009.86
2417,51,6,20241005,20251005,renewed,3959.32
2418,51,5,20240901,20250901,lapsed,940.36
2419,51,5,20241005,20251005,renewed,709.1
2420,51,3,20230918,20240917,renewed,2549.98
2421,51,6,20231011,20241010,renewed,4151.54
2422,51,5,20230603,20240602,renewed,299.68
2423,51,3,20230416,20240415,renewed,840.41
2424,51,1,20241126,20251126,renewed,1205.88
2425,51,4,20240628,20250628,renewed,1575.91
2426,51,1,20230427,20240426,lapsed,3952.09
2427,51,4,20240828,20250828,grace,386.38
2428,51,2,20240827,20250827,renewed,2184.56
2429,51,3,20240811,20250811,renewed,911.94
2430,51,2,20241122,20251122,renewed,4304.65
2431,51,1,20230623,20240622,lapsed,3749.44
2432,51,5,20240319,20250319,lapsed,287.84
2433,51,6,20230325,20240324,grace,2275.96
2434,51,5,20240228,20250227,renewed,500.72
2435,51,5,20230508,20240507,renewed,1176.15
2436,51,5,20240810,20250810,lapsed,562.19
2437,51,1,20231030,20241029,renewed,3989.93
2438,51,3,20230501,20240430,renewed,1907.64
2439,51,5,20240519,20250519,renewed,189.13
2440,51,5,20230916,20240915,renewed,778.64
2441,51,1,20230803,20240802,renewed,2508.0
2442,51,5,20230105,20240105,renewed,290.88
2443,51,4,20230427,20240426,renewed,1164.61
2444,51,2,20240820,20250820,renewed,3757.76
2445,51,6,20230914,20240913,renewed,7157.86
2446,52,2,20240316,20250316,renewed,815.91
2447,52,6,20231109,20241108,renewed,6509.94
2448,52,6,20240928,20250928,lapsed,1867.5
2449,52,5,20230205,20240205,renewed,687.51
2450,52,3,20230306,20240305,renewed,1524.27
2451,52,2,20240602,20250602,renewed,4199.53
2452,52,4,20230422,20240421,renewed,2858.98
2453,52,5,20240507,20250507,grace,1184.0
2454,52,5,20240322,20250322,lapsed,664.61
2455,52,4,20240728,20250728,renewed,2303.31
2456,52,6,20230402,20240401,renewed,525.72
2457,52,1,20240801,20250801,renewed,2428.44
2458,52,1,20231102,20241101,renewed,4135.4
2459,52,6,20230202,20240202,renewed,7252.84
2460,52,4,20230420,20240419,lapsed,1304.27
2461,52,3,20241104,20251104,renewed,2365.92
2462,52,6,20240124,20250123,lapsed,6603.38
2463,52,5,20230103,20240103,renewed,192.94
2464,52,3,20230224,20240224,renewed,2879.1
2465,52,1,20230402,20240401,renewed,4356.8
2466,52,5,20240607,20250607,renewed,1129.39
2467,52,1,20240225,20250224,renewed,4643.48
2468,52,1,20230529,20240528,renewed,1602.76
2469,52,3,20231020,20241019,grace,1665.96
2470,52,3,20241017,20251017,renewed,1328.23
2471,52,1,20240318,20250318,renewed,3387.19
2472,52,2,20240827,20250827,renewed,1519.16
2473,52,4,20240517,20250517,renewed,623.08
2474,52,5,20230203,20240203,renewed,907.52
2475,52,6,20231221,20241220,renewed,6533.94
2476,52,5,20230105,20240105,renewed,338.56
2477,52,5,20231113,20241112,renewed,888.6
2478,52,3,20230214,20240214,renewed,1617.17
2479,52,3,20240228,20250227,renewed,1946.41
2480,52,3,20241015,20251015,renewed,285.95
2481,52,2,20240718,20250718,renewed,3780.12
2482,52,2,20240204,20250203,renewed,743.35
2483,52,1,20241125,20251125,renewed,4348.09
2484,52,3,20240215,20250214,renewed,2095.29
2485,52,1,20240309,20250309,renewed,1292.26
2486,52,3,20240120,20250119,renewed,881.7
2487,52,6,20240619,20250619,lapsed,6870.23
2488,52,4,20231213,20241212,renewed,2235.74
2489,52,1,20241022,20251022,lapsed,1608.07
2490,52,2,20230201,20240201,renewed,1905.48
2491,52,3,20240527,20250527,renewed,978.34
2492,52,4,20230507,20240506,renewed,509.08
2493,52,5,20231129,20241128,renewed,686.68
2494,52,1,20240502,20250502,renewed,2822.22
2495,52,2,20230624,20240623,renewed,950.42
2496,52,2,20240716,20250716,renewed,2058.3
2497,52,1,20240709,20250709,renewed,492.6
2498,53,1,20230818,20240817,lapsed,4369.2
2499,53,1,20240811,20250811,renewed,3689.49
2500,53,3,20230624,20240623,lapsed,2693.05
2501,53,6,20230619,20240618,renewed,2747.45
2502,53,5,20230929,20240928,renewed,981.85
2503,53,4,20231030,20241029,lapsed,2067.5
2504,53,6,20241116,20251116,lapsed,1172.14
2505,53,5,20231031,20241030,renewed,465.03
2506,53,2,20240919,20250919,lapsed,1793.3
2507,53,3,20230224,20240224,grace,504.47
2508,53,6,20230526,20240525,renewed,6809.62
2509,53,3,20240913,20250913,renewed,1163.7
2510,53,2,20240825,20250825,renewed,682.09
2511,53,3,20230330,20240329,lapsed,716.28
2512,53,3,20230522,20240521,renewed,2999.64
2513,53,4,20230531,20240530,lapsed,527.21
2514,53,4,20230621,20240620,renewed,922.14
2515,53,5,20240131,20250130,renewed,999.31
2516,53,5,20230126,20240126,grace,111.82
2517,53,2,20231230,20241229,renewed,4133.03
2518,53,4,20240927,20250927,lapsed,746.25
2519,53,5,20230225,20240225,renewed,501.21
2520,53,4,20230724,20240723,lapsed,1741.46
2521,53,2,20240921,20250921,renewed,2828.0
2522,53,2,20240603,20250603,renewed,4008.86
2523,53,4,20240128,20250127,lapsed,371.09
2524,53,6,20240220,20250219,renewed,4260.53
2525,53,3,20230307,20240306,renewed,724.42
2526,53,3,20240716,20250716,lapsed,1953.25
2527,53,5,20240509,20250509,renewed,935.96
2528,53,5,20231231,20241230,renewed,162.93
2529,53,5,20240829,20250829,renewed,878.97
2530,53,4,20231028,20241027,lapsed,273.42
2531,53,6,20240429,20250429,lapsed,2160.19
2532,53,2,20231016,20241015,renewed,3551.23
2533,53,1,20240818,20250818,lapsed,3073.78
2534,53,5,20231017,20241016,lapsed,986.96
2535,53,1,20230628,20240627,grace,3359.49
2536,53,6,20230622,20240621,lapsed,745.24
2537,53,5,20240221,20250220,lapsed,138.29
2538,53,2,20240220,20250219,lapsed,2197.39
2539,53,6,20240313,20250313,renewed,1408.88
2540,53,4,20230421,20240420,renewed,463.4
2541,53,2,20240221,20250220,grace,723.62
2542,53,3,20240212,20250211,lapsed,1299.4
2543,53,3,20240701,20250701,renewed,2080.09
2544,53,1,20240224,20250223,grace,3003.98
2545,53,5,20230212,20240212,renewed,781.15
2546,53,3,20241011,20251011,renewed,1065.53
2547,53,5,20231012,20241011,renewed,728.98
2548,53,4,20240516,20250516,renewed,2731.06
2549,53,4,20230901,20240831,renewed,1868.12
2550,53,3,20230810,20240809,renewed,1364.35
2551,53,6,20240818,20250818,lapsed,6166.83
2552,53,4,20240410,20250410,renewed,666.12
2553,53,4,20240224,20250223,renewed,2845.92
2554,53,1,20240901,20250901,renewed,4992.91
2555,53,4,20230521,20240520,renewed,2968.12
2556,53,5,20231031,20241030,renewed,1099.79
2557,53,1,20240125,20250124,renewed,1553.75
2558,53,4,20231004,20241003,lapsed,1670.42
2559,53,5,20230524,20240523,renewed,590.15
2560,53,5,20231127,20241126,lapsed,848.66
2561,54,2,20240720,20250720,lapsed,1364.59
2562,54,1,20240121,20250120,lapsed,4647.76
2563,54,4,20240301,20250301,renewed,1497.1
2564,54,5,20241008,20251008,lapsed,299.79
2565,54,1,20230720,20240719,grace,1105.46
2566,54,4,20240702,20250702,lapsed,632.67
2567,54,4,20230412,20240411,lapsed,1275.12
2568,54,3,20240317,20250317,lapsed,402.53
2569,54,4,20230513,20240512,lapsed,1802.3
2570,54,5,20241005,20251005,lapsed,967.42
2571,54,4,20240405,20250405,grace,2265.31
2572,54,4,20230926,20240925,lapsed,1904.54
2573,54,1,20240704,20250704,renewed,804.08
2574,54,4,20231128,20241127,renewed,899.89
2575,54,4,20240711,20250711,renewed,1582.21
2576,54,4,20230714,20240713,renewed,1444.5
2577,54,6,20240922,20250922,renewed,5252.75
2578,54,5,20230605,20240604,renewed,348.89
2579,54,2,20240909,20250909,lapsed,3803.57
2580,54,6,20240815,20250815,renewed,1287.41
2581,54,4,20230403,20240402,lapsed,1393.9
2582,54,2,20230330,20240329,renewed,3204.6
2583,54,4,20230921,20240920,renewed,1070.33
2584,54,6,20240820,20250820,renewed,5217.63
2585,54,1,20230707,20240706,grace,4392.03
2586,54,2,20240130,20250129,renewed,4361.49
2587,54,3,20240112,20250111,renewed,2315.01
2588,54,1,20241030,20251030,lapsed,1862.79
2589,54,6,20240730,20250730,lapsed,7303.79
2590,54,3,20240313,20250313,lapsed,1177.0
2591,54,1,20230115,20240115,lapsed,734.64
2592,54,3,20230901,20240831,grace,2513.88
2593,54,3,20231003,20241002,grace,569.42
2594,54,2,20241027,20251027,renewed,1724.59
2595,54,4,20240908,20250908,lapsed,2155.56
2596,54,6,20240310,20250310,renewed,4681.46
2597,54,2,20241112,20251112,renewed,2623.4
2598,54,6,20231128,20241127,renewed,5494.36
2599,54,4,20240228,20250227,lapsed,2635.31
2600,54,3,20230711,20240710,renewed,1445.93
2601,54,4,20230218,20240218,lapsed,1343.96
2602,54,6,20240419,20250419,renewed,7685.42
2603,55,3,20241009,20251009,lapsed,1200.89
2604,55,4,20240617,20250617,renewed,777.68
2605,55,2,20240707,20250707,renewed,579.66
2606,55,1,20230404,20240403,renewed,1635.93
2607,55,3,20241115,20251115,renewed,2454.74
2608,55,6,20241117,20251117,lapsed,4133.16
2609,55,6,20240110,20250109,renewed,7916.83
2610,55,2,20240929,20250929,renewed,1619.84
2611,55,2,20230914,20240913,renewed,1456.58
2612,55,6,20241009,20251009,renewed,2955.11
2613,55,2,20240509,20250509,lapsed,1373.67
2614,55,4,20240511,20250511,grace,259.86
2615,55,6,20240212,20250211,renewed,1557.27
2616,55,3,20240709,20250709,renewed,2835.18
2617,55,4,20231016,20241015,lapsed,2539.13
2618,55,1,20230701,20240630,renewed,1333.42
2619,55,1,20230628,20240627,renewed,4861.94
2620,55,5,20230916,20240915,renewed,930.4
2621,55,1,20230121,20240121,renewed,4081.89
2622,55,4,20240316,20250316,renewed,1736.1
2623,55,3,20240504,20250504,renewed,1430.3
2624,55,5,20230401,20240331,renewed,927.72
2625,55,2,20231113,20241112,lapsed,3693.91
2626,55,3,20240420,20250420,lapsed,2341.14
2627,55,1,20231009,20241008,renewed,3661.22
2628,55,6,20230219,20240219,renewed,1508.17
2629,55,2,20231213,20241212,renewed,2210.39
2630,55,1,20240110,20250109,lapsed,4447.42
2631,56,4,20230627,20240626,renewed,1877.37
2632,56,5,20230902,20240901,lapsed,1042.16
2633,56,4,20240411,20250411,renewed,898.87
2634,56,1,20230820,20240819,renewed,2812.88
2635,56,6,20230916,20240915,renewed,2321.32
2636,56,1,20240411,20250411,renewed,3546.82
2637,56,4,20241027,20251027,renewed,295.35
2638,56,5,20231020,20241019,lapsed,607.49
2639,56,3,20230106,20240106,lapsed,1410.95
2640,56,2,20241108,20251108,renewed,2899.03
2641,56,3,20230729,20240728,renewed,2748.49
2642,56,2,20241028,20251028,renewed,839.55
2643,56,6,20231229,20241228,renewed,5093.97
2644,56,1,20230715,20240714,renewed,3988.0
2645,56,1,20240129,20250128,renewed,4145.1
2646,56,4,20241102,20251102,lapsed,1521.09
2647,56,6,20240604,20250604,renewed,6983.28
2648,56,3,20231210,20241209,renewed,2448.7
2649,56,4,20240722,20250722,renewed,441.43
2650,56,1,20241126,20251126,renewed,3648.51
2651,56,3,20240120,20250119,renewed,2013.04
2652,56,2,20240802,20250802,renewed,3063.14
2653,56,4,20230527,20240526,renewed,1615.07
2654,56,2,20231225,20241224,grace,2792.19
2655,56,6,20241017,20251017,renewed,6952.43
2656,56,2,20231022,20241021,renewed,3274.54
2657,56,3,20230828,20240827,renewed,969.89
2658,56,4,20240222,20250221,renewed,2109.09
2659,56,4,20240222,20250221,lapsed,1120.57
2660,56,2,20230112,20240112,renewed,601.67
2661,56,2,20231113,20241112,renewed,620.92
2662,56,3,20230123,20240123,renewed,1906.12
2663,56,3,20230521,20240520,grace,541.18
2664,56,6,20240229,20250228,renewed,4852.23
2665,56,1,20230820,20240819,renewed,4880.13
2666,56,1,20230506,20240505,renewed,3745.39
2667,56,2,20240207,20250206,renewed,4202.03
2668,56,2,20230606,20240605,renewed,1148.01
2669,56,2,20230115,20240115,renewed,1807.79
2670,56,1,20230314,20240313,renewed,2483.19
2671,56,6,20240522,20250522,renewed,2020.99
2672,56,2,20241028,20251028,renewed,3229.09
2673,56,3,20230515,20240514,renewed,802.86
2674,56,1,20240716,20250716,renewed,4148.27
2675,56,2,20230621,20240620,grace,2327.62
2676,56,1,20240725,20250725,lapsed,3806.24
2677,56,3,20230227,20240227,lapsed,608.85
2678,56,6,20241001,20251001,renewed,6720.92
2679,56,2,20241019,20251019,renewed,2257.96
2680,56,6,20230424,20240423,renewed,2151.44
2681,56,2,20230618,20240617,renewed,3700.35
2682,56,5,20240312,20250312,renewed,503.75
2683,56,2,20241123,20251123,renewed,1077.81
2684,56,6,20230412,20240411,renewed,5158.05
2685,56,3,20240503,20250503,renewed,563.67
2686,56,1,20230211,20240211,renewed,662.24
2687,56,3,20240215,20250214,renewed,1068.6
2688,56,3,20230520,20240519,renewed,776.3
2689,56,3,20230202,20240202,renewed,2946.26
2690,58,3,20241112,20251112,lapsed,303.48
2691,58,2,20240327,20250327,renewed,1707.42
2692,58,5,20230402,20240401,renewed,656.94
2693,58,4,20241026,20251026,renewed,442.66
2694,58,2,20240915,20250915,lapsed,721.23
2695,58,5,20240407,20250407,renewed,183.89
2696,58,2,20240710,20250710,renewed,4624.17
2697,58,6,20240229,20250228,renewed,6982.34
2698,58,1,20230608,20240607,renewed,4619.05
2699,58,1,20240807,20250807,renewed,2312.01
2700,58,3,20240915,20250915,renewed,1609.29
2701,58,1,20230829,20240828,renewed,2148.84
2702,58,1,20240320,20250320,renewed,4278.75
2703,58,6,20240606,20250606,renewed,3932.68
2704,58,4,20230819,20240818,renewed,1500.02
2705,58,5,20241015,20251015,renewed,494.7
2706,58,2,20230524,20240523,grace,1209.55
2707,58,4,20230313,20240312,renewed,2796.54
2708,58,4,20240921,20250921,renewed,1168.02
2709,58,4,20230908,20240907,grace,1545.03
2710,58,2,20240427,20250427,renewed,665.37
2711,58,2,20240816,20250816,renewed,4590.02
2712,58,4,20230111,20240111,lapsed,2807.49
2713,58,6,20230418,20240417,renewed,6828.21
2714,58,4,20240513,20250513,lapsed,2238.26
2715,58,2,20230905,20240904,lapsed,3964.85
2716,58,4,20231104,20241103,renewed,609.06
2717,58,4,20230205,20240205,renewed,1736.7
2718,58,4,20230220,20240220,renewed,2195.34
2719,58,3,20230412,20240411,lapsed,1213.58
2720,58,6,20230204,20240204,renewed,6567.02
2721,58,2,20231127,20241126,lapsed,2746.32
2722,58,6,20231117,20241116,renewed,5117.81
2723,60,3,20240606,20250606,renewed,2810.25
2724,60,6,20240518,20250518,renewed,5134.01
2725,60,3,20230907,20240906,lapsed,2186.68
2726,60,5,20240329,20250329,renewed,180.84
2727,60,5,20240630,20250630,renewed,299.34
2728,60,5,20230106,20240106,renewed,1003.31
2729,60,4,20240528,20250528,renewed,941.88
2730,60,1,20240907,20250907,grace,3062.87
2731,60,6,20231111,20241110,renewed,1810.9
2732,60,1,20240408,20250408,lapsed,3855.03
2733,60,4,20230315,20240314,renewed,531.27
2734,60,1,20240118,20250117,renewed,4285.57
2735,60,4,20230725,20240724,renewed,1844.61
2736,60,1,20231118,20241117,renewed,2265.52
2737,60,2,20241028,20251028,lapsed,3922.02
2738,60,6,20230311,20240310,grace,3576.88
2739,60,1,20240824,20250824,lapsed,600.31
2740,60,6,20240724,20250724,renewed,1124.88
2741,60,4,20240329,20250329,lapsed,2035.99
2742,60,4,20231015,20241014,lapsed,1566.09
2743,60,1,20230326,20240325,renewed,1755.4
2744,60,4,20230220,20240220,renewed,1643.59
2745,60,6,20230403,20240402,renewed,2736.97
2746,60,4,20230824,20240823,renewed,2922.92
2747,60,2,20241103,20251103,renewed,2779.2
2748,60,4,20230730,20240729,renewed,1031.27
2749,60,5,20230610,20240609,renewed,268.46
2750,60,3,20240127,20250126,lapsed,261.01
2751,60,1,20240901,20250901,renewed,2601.97
2752,60,6,20230629,20240628,renewed,7846.57
2753,60,5,20230609,20240608,renewed,119.24
2754,60,6,20240816,20250816,renewed,7973.42
2755,60,4,20231203,20241202,lapsed,1596.46
2756,60,5,20240106,20250105,renewed,971.88
2757,60,3,20240219,20250218,renewed,2957.14
2758,60,2,20240905,20250905,grace,3189.0
2759,60,3,20240321,20250321,renewed,1160.5
2760,60,3,20231019,20241018,lapsed,2957.69
2761,60,1,20230516,20240515,renewed,3473.16
2762,61,6,20230110,20240110,grace,1106.04
2763,61,3,20240727,20250727,renewed,868.74
2764,61,2,20241012,20251012,renewed,452.97
2765,61,6,20240601,20250601,renewed,794.94
2766,61,4,20230710,20240709,renewed,2311.97
2767,61,1,20240105,20250104,grace,2919.8
2768,61,5,20240925,20250925,grace,161.78
2769,61,6,20241118,20251118,renewed,7537.31
2770,61,4,20231128,20241127,renewed,2867.82
2771,61,3,20241030,20251030,renewed,2453.75
2772,61,2,20240622,20250622,renewed,838.17
2773,61,1,20240410,20250410,renewed,541.04
2774,61,6,20240603,20250603,renewed,3561.89
2775,61,1,20230808,20240807,renewed,414.94
2776,61,6,20230729,20240728,renewed,6442.77
2777,61,4,20230917,20240916,renewed,1647.43
2778,61,2,20230320,20240319,renewed,2647.53
2779,61,4,20241029,20251029,renewed,1414.54
2780,61,2,20231117,20241116,renewed,579.72
2781,61,1,20240511,20250511,renewed,4691.26
2782,61,2,20240903,20250903,renewed,1625.79
2783,61,4,20240427,20250427,renewed,1123.92
2784,61,2,20230906,20240905,renewed,561.94
2785,61,3,20230205,20240205,renewed,1444.67
2786,61,2,20230820,20240819,renewed,3835.53
2787,61,4,20240114,20250113,renewed,464.17
2788,61,6,20231008,20241007,grace,6114.12
2789,61,3,20240706,20250706,renewed,2054.16
2790,61,2,20230815,20240814,renewed,1311.52
2791,61,5,20230321,20240320,renewed,578.84
2792,61,2,20240401,20250401,renewed,1578.17
2793,61,3,20240816,20250816,renewed,1340.08
2794,61,4,20241005,20251005,renewed,2361.77
2795,61,4,20231119,20241118,renewed,431.46
2796,62,3,20230817,20240816,lapsed,1667.43
2797,62,6,20230714,20240713,renewed,6866.54
2798,62,2,20231008,20241007,lapsed,2748.14
2799,62,5,20230102,20240102,renewed,433.57
2800,62,6,20240124,20250123,renewed,599.32
2801,62,6,20230114,20240114,lapsed,3904.72
2802,62,4,20240723,20250723,renewed,1674.99
2803,62,3,20230604,20240603,renewed,2817.15
2804,62,1,20240908,20250908,lapsed,2657.63
2805,62,3,20230619,20240618,lapsed,617.4
2806,62,4,20230203,20240203,renewed,1427.92
2807,62,2,20240827,20250827,renewed,1063.95
2808,62,4,20240531,20250531,lapsed,2736.36
2809,62,5,20240903,20250903,lapsed,289.12
2810,62,6,20240308,20250308,renewed,7492.39
2811,62,2,20241120,20251120,renewed,4457.69
2812,62,1,20240511,20250511,lapsed,2569.64
2813,62,1,20241116,20251116,grace,1194.92
2814,62,3,20230903,20240902,renewed,1528.23
2815,62,3,20230613,20240612,renewed,794.29
2816,62,5,20230818,20240817,grace,274.81
2817,62,2,20241126,20251126,renewed,2809.62
2818,62,5,20240630,20250630,renewed,453.4
2819,62,4,20230715,20240714,renewed,2918.95
2820,62,5,20230901,20240831,renewed,740.35
