sale_id,date_key,agent_id,product_id,ape_usd,fyp_usd,policies_issued,sale_channel
13520,20250217,167,6,3950.0,5442.24,1,bancassurance
4642,20230220,60,1,2957.21,2828.35,1,tied_agency
14581,20241024,182,4,664.07,978.53,1,tied_agency
12796,20251201,9010,1,2145.98,2365.61,1,tied_agency
10962,20230508,134,5,333.11,430.84,2,bancassurance
924,20230228,16,2,3866.78,4701.4,2,tied_agency
6308,20231208,76,2,3937.01,3679.74,1,tied_agency
10728,20251120,130,1,3624.81,5038.91,1,tied_agency
5937,20230825,72,4,516.54,619.36,2,bancassurance
7647,20230501,95,4,893.21,1190.13,1,bancassurance
14480,20230329,182,2,2292.18,2975.96,1,tied_agency
11720,20241016,147,5,958.07,915.21,2,tied_agency
4902,20251223,61,3,790.54,958.02,1,bancassurance
8199,20240925,100,6,5169.88,6856.01,2,bancassurance
10175,20241021,126,5,525.34,526.93,1,bancassurance
10501,20231208,129,1,1504.14,1919.95,1,tied_agency
11166,20241119,137,1,4390.49,4156.79,1,bancassurance
14154,20231228,177,6,6877.81,8050.06,2,tied_agency
12647,20241104,157,5,1199.72,1102.48,1,bancassurance
12874,20251001,160,2,3666.73,5420.7,2,tied_agency
15605,20240416,192,5,218.46,232.08,1,tied_agency
12240,20230613,153,5,659.98,710.12,1,bancassurance
1864,20241225,26,6,4378.94,4182.24,2,tied_agency
14003,20241230,174,3,1508.42,1478.27,1,bancassurance
4185,20240715,52,2,3165.45,4335.12,1,tied_agency
11902,20240503,149,6,7610.57,6980.73,2,bancassurance
5842,20230814,71,6,4089.64,5438.25,2,tied_agency
3192,20241125,39,5,465.75,655.76,1,bancassurance
5530,20251127,67,3,1311.49,1931.17,2,tied_agency
13283,20230523,165,1,4606.93,4308.72,1,tied_agency
3160,20231107,39,5,601.65,682.45,1,bancassurance
14899,20240311,184,5,843.4,1108.45,1,bancassurance
289,20230320,7,2,2944.84,3567.02,1,tied_agency
10761,20250725,131,3,558.26,771.79,2,tied_agency
15120,20240214,186,2,1685.1,1670.12,1,tied_agency
7822,20250321,96,5,465.91,615.11,2,tied_agency
10491,20230814,129,6,7846.26,7797.88,2,tied_agency
9311,20241209,116,6,7145.77,7067.51,1,bancassurance
6688,20230424,82,6,3099.84,3507.23,2,bancassurance
2088,20250206,28,3,1619.09,1672.17,1,bancassurance
3700,20241118,47,2,2345.63,2266.05,1,tied_agency
2305,20250908,29,6,7205.62,9846.03,2,tied_agency
16093,20231113,200,4,2281.11,3237.29,1,tied_agency
1165,20250813,19,5,1066.95,1509.29,1,tied_agency
3656,20230517,47,2,4799.59,6967.98,1,tied_agency
11145,20240318,137,2,4408.47,4875.71,1,bancassurance
15675,20240916,193,1,3455.82,4247.09,2,bancassurance
10045,20240926,125,3,1279.41,1464.17,1,bancassurance
5554,20230619,68,2,3574.89,3287.07,1,tied_agency
14545,20240314,182,1,1367.84,1888.21,1,tied_agency
436,20231129,9,2,3874.34,4758.57,1,bancassurance
11915,20240702,149,3,2191.07,2617.51,1,bancassurance
12214,20250602,152,4,2780.92,3650.02,2,bancassurance
393,20250123,8,2,4191.91,4537.86,1,bancassurance
12861,20250324,160,6,5953.17,7251.79,1,tied_agency
12741,20240103,158,4,1155.47,1247.15,1,tied_agency
901,20250523,15,6,5687.24,7641.49,2,tied_agency
2236,20240826,29,3,512.63,525.08,2,tied_agency
6379,20230830,78,2,1064.2,1190.15,2,tied_agency
13809,20250519,170,1,4793.67,6310.55,2,tied_agency
7195,20240108,87,4,1910.0,2550.48,1,bancassurance
12541,20230313,157,3,2357.89,3196.7,1,bancassurance
10693,20250410,130,5,722.21,704.8,1,tied_agency
302,20240213,7,6,3193.83,3619.2,1,tied_agency
9869,20240110,124,2,3239.57,4221.77,2,bancassurance
5549,20230502,68,4,1597.58,1796.88,1,tied_agency
12294,20250326,153,3,2345.3,2621.28,1,bancassurance
9208,20231108,115,6,6934.21,7829.28,2,tied_agency
12894,20230324,161,3,2494.56,2616.4,1,bancassurance
1743,20230113,26,4,1750.54,1905.78,2,tied_agency
3224,20251127,39,3,856.11,816.85,2,bancassurance
10411,20250124,128,3,1464.69,2021.45,1,tied_agency
12570,20230810,157,3,2379.46,3052.96,2,bancassurance
6072,20250731,73,4,2021.81,2179.94,2,tied_agency
5188,20230529,64,3,2237.11,3226.55,1,tied_agency
8963,20230328,111,5,540.11,544.47,1,bancassurance
13081,20230323,162,1,4893.15,4983.18,1,bancassurance
7262,20240829,88,1,2226.34,2625.57,1,bancassurance
3590,20240624,9006,6,3143.19,4281.42,1,bancassurance
12158,20230927,152,2,1021.26,1281.23,2,bancassurance
15295,20250526,187,2,1197.9,1470.76,1,bancassurance
1687,20250926,24,3,1171.98,1463.8,2,bancassurance
5664,20231113,69,6,4480.49,6066.0,2,tied_agency
8889,20230109,109,4,1928.56,2841.88,2,bancassurance
5275,20230529,65,4,2706.99,3797.69,2,tied_agency
14719,20240401,183,3,1665.2,2199.06,2,tied_agency
6541,20250922,79,1,4909.58,4505.08,1,bancassurance
10671,20241113,130,3,1572.0,2180.79,2,tied_agency
5487,20240318,67,6,3366.89,3147.24,1,tied_agency
740,20240422,13,5,983.48,1165.58,1,bancassurance
10801,20240131,132,6,1936.06,2898.16,2,tied_agency
13956,20230310,174,1,2719.56,3741.46,1,bancassurance
4334,20250321,54,5,829.1,761.83,1,bancassurance
4645,20230315,60,5,403.4,480.9,2,tied_agency
4278,20240325,53,5,419.19,454.65,2,tied_agency
8234,20250827,100,6,7169.82,10679.51,2,bancassurance
12329,20230530,154,6,4620.7,4409.15,2,tied_agency
11729,20250714,147,4,2483.19,2932.19,2,tied_agency
53,20241202,2,5,959.88,1122.43,2,tied_agency
7736,20231023,96,6,2799.05,3328.75,1,tied_agency
4355,20231127,55,5,1015.15,1394.68,2,bancassurance
1027,20240131,18,6,7574.04,9452.94,1,tied_agency
12680,20250627,157,2,4802.03,6614.26,1,bancassurance
12962,20240201,161,4,1264.7,1744.63,1,bancassurance
13614,20250306,168,5,834.03,799.47,1,tied_agency
2546,20250714,32,4,1870.51,2540.87,2,tied_agency
11133,20231108,137,2,4278.67,4931.6,2,bancassurance
9557,20240527,122,2,937.56,1195.46,2,tied_agency
7558,20240430,92,6,6672.65,6688.82,1,tied_agency
8004,20240215,98,2,1026.45,1346.23,1,bancassurance
1041,20240710,18,3,1066.95,1198.34,1,tied_agency
10475,20251203,128,6,5271.45,4894.79,2,tied_agency
14437,20250313,181,6,4540.12,4261.45,1,tied_agency
24,20231018,2,2,3136.76,3926.84,2,tied_agency
2257,20241223,29,5,1029.87,1398.32,1,tied_agency
10815,20240529,132,2,3226.04,4416.34,2,tied_agency
5410,20240808,66,3,1542.07,1402.46,1,bancassurance
13149,20250718,162,4,871.45,1182.6,1,bancassurance
4461,20240715,56,5,695.04,756.86,2,tied_agency
6925,20241118,84,3,2515.57,3475.0,2,bancassurance
13411,20240520,166,3,2817.79,3541.83,1,tied_agency
11614,20240826,144,4,2678.55,3226.72,2,bancassurance
9821,20230403,124,1,2794.51,3093.53,2,bancassurance
134,20230717,4,5,616.59,791.33,2,tied_agency
6839,20250117,83,5,287.24,266.36,2,bancassurance
10507,20240205,129,5,1170.58,1448.19,2,tied_agency
3790,20241118,48,5,714.37,919.95,2,tied_agency
13491,20240429,9001,1,2671.85,3157.84,2,bancassurance
14733,20240717,183,5,869.17,1098.11,2,tied_agency
6599,20240507,80,6,5745.06,5988.76,2,bancassurance
3234,20230306,40,5,1139.7,1208.16,2,tied_agency
15930,20240326,197,2,4189.96,4037.5,1,tied_agency
4704,20250106,60,5,642.72,884.27,2,tied_agency
9731,20241114,123,3,1256.73,1496.59,1,tied_agency
5131,20250318,63,2,2544.41,2303.77,1,bancassurance
2321,20251215,29,3,1563.24,1776.04,1,tied_agency
732,20231204,13,3,2543.13,3552.63,1,bancassurance
9535,20230914,122,2,1318.49,1833.6,2,tied_agency
9427,20250609,118,4,584.07,615.74,2,bancassurance
8910,20240905,109,1,1815.52,2656.24,2,bancassurance
3594,20240830,46,2,4100.49,5327.68,2,bancassurance
13865,20230306,173,3,2877.22,3202.22,2,tied_agency
4311,20230925,54,1,3089.27,3524.5,2,bancassurance
13870,20230531,173,4,2907.7,3443.82,1,tied_agency
15158,20241118,186,6,6032.49,6573.94,2,tied_agency
7026,20231205,85,5,637.13,620.03,2,tied_agency
385,20241125,8,6,7269.05,8541.68,1,bancassurance
15673,20240917,193,2,2536.98,3031.85,1,bancassurance
14852,20230607,184,6,4263.21,5215.81,1,bancassurance
3476,20230403,45,6,7198.35,7687.83,1,tied_agency
6394,20240228,78,5,962.06,953.09,2,tied_agency
13117,20240712,162,6,7155.1,8515.63,1,bancassurance
9164,20241205,114,6,6921.27,7471.62,2,tied_agency
2029,20240418,28,5,703.5,875.62,2,bancassurance
15718,20230529,194,4,1884.2,2172.42,1,bancassurance
7383,20240806,90,5,1075.05,1605.63,2,bancassurance
3768,20240329,48,4,755.06,759.06,2,tied_agency
7960,20250811,97,6,5731.11,6227.4,2,bancassurance
4257,20251002,52,1,2804.3,3003.47,1,tied_agency
11051,20240510,135,3,1869.86,2216.82,2,tied_agency
11384,20250909,139,5,580.99,710.52,2,bancassurance
9036,20250929,112,2,4681.09,6988.13,1,bancassurance
13822,20251013,170,3,1356.99,1631.02,2,tied_agency
12406,20250917,154,6,3573.9,3255.37,2,tied_agency
13895,20240422,173,2,2272.98,3229.41,1,tied_agency
2687,20251230,34,5,453.2,445.31,2,tied_agency
4849,20250113,61,3,1829.1,2675.19,1,bancassurance
14344,20241230,180,4,2389.44,2574.91,1,tied_agency
13743,20230614,170,1,3794.86,4771.04,1,tied_agency
2850,20250623,36,1,4724.37,6501.46,1,bancassurance
6175,20230105,75,5,671.58,712.03,1,tied_agency
5034,20230705,63,4,2153.92,2714.88,1,bancassurance
15283,20241209,187,3,1898.7,1774.7,1,bancassurance
7307,20230628,89,4,2513.59,3427.82,1,bancassurance
10720,20251020,130,5,1074.22,1508.8,2,tied_agency
7521,20230227,92,3,2959.63,3692.86,2,tied_agency
12062,20230911,9011,5,515.72,512.54,1,bancassurance
5321,20241118,65,6,2174.51,2112.22,2,tied_agency
2927,20231102,37,1,4560.37,6162.8,2,tied_agency
3907,20251027,49,1,3360.28,4183.78,1,tied_agency
7333,20250804,89,6,6053.42,5839.9,1,bancassurance
686,20250613,12,6,1058.93,1381.33,1,bancassurance
9223,20240521,115,3,508.69,515.57,2,tied_agency
13968,20230829,174,6,7859.05,10513.27,1,bancassurance
12314,20251007,9007,3,1396.98,1791.74,2,bancassurance
14931,20240906,9003,1,3011.5,3344.45,1,bancassurance
13199,20230515,164,4,1828.11,2110.61,1,tied_agency
5113,20241122,63,1,2307.74,2859.12,2,bancassurance
87,20251229,2,6,4283.77,5437.0,1,tied_agency
3757,20231130,48,6,2038.37,2453.12,1,tied_agency
7934,20241024,97,3,2253.69,3208.78,2,bancassurance
3881,20241218,49,4,892.63,1217.05,1,tied_agency
405,20250702,8,4,1529.98,1882.51,1,bancassurance
9050,20230413,113,3,1162.03,1596.37,1,tied_agency
13319,20240607,165,1,4216.71,5595.88,2,tied_agency
3496,20231110,9008,6,2282.23,2695.23,1,tied_agency
11459,20250428,140,6,3119.22,3695.85,1,bancassurance
8015,20240612,98,5,737.01,1011.51,2,bancassurance
13123,20240903,162,3,2790.09,3356.29,2,bancassurance
6246,20250101,75,4,2400.14,2987.82,1,tied_agency
6321,20240502,76,6,4941.2,6341.03,2,tied_agency
15032,20230501,185,1,3756.75,3711.7,1,tied_agency
4768,20230828,61,5,413.13,479.93,2,bancassurance
10578,20230417,130,1,2095.2,2699.25,2,tied_agency
14927,20240812,184,4,879.13,1202.48,1,bancassurance
5973,20250120,72,3,2998.64,4442.93,2,bancassurance
9866,20231228,124,2,4004.71,4397.75,1,bancassurance
2133,20251225,28,5,929.32,1041.18,2,bancassurance
7346,20230322,90,4,2795.57,3094.49,1,bancassurance
9641,20230707,123,6,7539.75,7466.13,1,tied_agency
12770,20250203,158,6,2845.3,3555.79,1,tied_agency
13736,20230320,170,2,1677.34,1814.49,2,tied_agency
12826,20231211,160,2,4537.11,5329.26,2,tied_agency
12704,20251120,157,4,2826.77,2926.89,2,bancassurance
5797,20250225,70,2,3159.76,4337.3,1,tied_agency
7188,20230131,87,1,1360.17,1338.92,1,bancassurance
7279,20250331,88,5,804.51,1031.37,2,bancassurance
12114,20250502,151,1,2847.37,2746.31,1,bancassurance
3697,20241003,47,5,386.47,455.51,1,tied_agency
8855,20230515,108,3,1298.36,1403.23,1,bancassurance
3440,20230911,9007,2,4570.51,4906.98,1,bancassurance
10866,20230405,133,2,4950.2,5521.29,1,tied_agency
1762,20230529,26,6,6748.65,6105.95,1,tied_agency
14348,20250411,180,4,1319.19,1232.67,1,tied_agency
1569,20231023,24,2,4178.31,4250.98,1,bancassurance
3065,20230724,38,1,1871.62,1725.43,2,bancassurance
3845,20230926,49,3,688.17,829.54,2,tied_agency
1210,20250602,20,6,7686.41,9658.15,2,tied_agency
12325,20230320,154,3,636.16,688.92,1,tied_agency
8073,20230725,99,3,1561.72,1709.85,1,bancassurance
16024,20250908,198,4,631.83,931.02,1,bancassurance
11570,20230131,144,2,2885.69,2779.55,2,bancassurance
3922,20230328,50,5,702.78,949.59,1,bancassurance
13578,20240108,168,6,4342.31,5984.5,2,tied_agency
14471,20230222,182,4,994.84,899.32,1,tied_agency
13765,20240115,170,3,788.63,1109.22,1,tied_agency
14682,20230705,183,5,602.93,753.44,1,tied_agency
12504,20250314,156,1,3351.87,3900.42,2,bancassurance
15111,20240130,186,2,1311.21,1550.69,1,tied_agency
13038,20250507,161,6,3794.6,3708.17,1,bancassurance
13442,20250715,166,1,1403.1,1533.28,1,tied_agency
14625,20250825,182,4,677.45,818.38,1,tied_agency
12360,20240422,154,5,508.54,551.2,2,tied_agency
10525,20241111,129,2,3766.31,4278.33,2,tied_agency
13450,20251218,166,2,2067.53,2015.49,2,tied_agency
6062,20250303,73,4,1749.26,2323.55,1,tied_agency
1663,20250327,24,5,1168.33,1671.21,1,bancassurance
6504,20240923,79,4,1202.83,1390.74,2,bancassurance
2417,20230621,32,6,6127.1,8840.42,2,tied_agency
10616,20231106,130,5,294.02,359.89,2,tied_agency
119,20230118,4,6,3431.98,3222.5,2,tied_agency
1297,20240219,21,1,2351.04,2858.28,2,tied_agency
6560,20230313,80,3,1154.5,1386.65,1,bancassurance
12181,20240603,152,2,1025.55,1428.82,1,bancassurance
1771,20230714,26,1,4733.13,5286.41,2,tied_agency
2517,20250207,32,1,2458.61,3519.16,1,tied_agency
842,20230717,15,5,859.47,1007.51,1,tied_agency
9948,20250310,124,5,457.13,411.94,2,bancassurance
4924,20230929,62,2,1068.27,1221.46,2,tied_agency
7162,20240131,86,1,993.09,953.44,2,bancassurance
9126,20250714,113,2,2094.71,2223.72,1,tied_agency
11025,20250819,134,2,4772.91,6309.29,1,bancassurance
10212,20250526,126,6,7651.26,10559.22,2,bancassurance
1938,20240904,27,3,1477.97,1948.84,2,bancassurance
3274,20241125,40,1,1889.3,1785.33,1,tied_agency
14143,20230828,177,1,1860.76,2063.9,1,tied_agency
9783,20250915,123,2,2346.36,3408.19,2,tied_agency
478,20250610,9,2,1860.04,2572.53,2,bancassurance
10462,20251017,128,2,1921.94,2455.42,1,tied_agency
13631,20251006,168,3,2999.3,2915.09,1,tied_agency
11606,20240405,144,6,5985.7,8002.68,1,bancassurance
3528,20250120,45,2,4960.04,5466.39,1,tied_agency
4487,20250113,56,3,1100.18,1098.33,2,tied_agency
2375,20240506,31,4,2640.35,3226.6,1,tied_agency
15984,20240314,198,1,1574.88,1980.48,1,bancassurance
638,20231130,9005,1,869.56,1055.32,2,bancassurance
8960,20230109,111,2,3329.92,4541.1,1,bancassurance
5054,20231114,63,2,1468.09,2099.8,1,bancassurance
4484,20250106,56,2,1711.46,2413.48,2,tied_agency
493,20251027,9,2,3925.68,4256.42,2,bancassurance
2862,20250905,36,6,3286.27,3432.21,1,bancassurance
16117,20240715,200,1,1572.97,1442.16,1,tied_agency
11645,20250703,144,5,698.11,1026.82,2,bancassurance
9390,20240716,118,3,2156.99,2201.95,1,bancassurance
11443,20240709,140,5,500.75,745.38,1,bancassurance
9786,20251027,123,1,2459.97,3181.61,1,tied_agency
13588,20240417,168,5,1112.12,1252.21,2,tied_agency
14503,20230830,182,2,2650.06,2760.75,1,tied_agency
786,20250917,13,5,599.19,569.86,2,bancassurance
12241,20230612,153,2,1493.04,1815.28,2,bancassurance
8549,20251110,103,4,1387.82,1336.82,2,tied_agency
9589,20250505,122,3,2115.34,2487.03,1,tied_agency
15911,20230206,9004,3,1619.76,2385.91,1,tied_agency
1145,20250203,19,4,1296.63,1812.86,1,tied_agency
9747,20250225,123,1,3584.79,4060.57,2,tied_agency
7529,20230515,92,4,2832.27,3678.06,1,tied_agency
970,20230831,17,6,2421.84,2985.37,2,tied_agency
1828,20240605,26,2,1723.0,2303.04,2,tied_agency
11170,20241202,137,1,2839.13,3832.48,1,bancassurance
9800,20251208,123,3,665.52,965.9,2,tied_agency
2595,20250331,33,6,2685.39,2428.1,2,bancassurance
6692,20230605,82,5,1080.74,1180.39,1,bancassurance
8258,20230316,101,2,3142.02,3219.58,2,bancassurance
10714,20250905,130,2,2318.47,3298.81,2,tied_agency
8215,20250203,100,5,696.22,1014.4,2,bancassurance
1356,20250217,21,1,4453.65,5529.03,1,tied_agency
5184,20230417,64,1,4169.79,4358.46,2,tied_agency
3934,20230811,50,5,917.18,848.97,1,bancassurance
12528,20230116,157,3,1776.65,1853.5,2,bancassurance
9980,20251006,124,2,1268.69,1288.52,2,bancassurance
4045,20240304,51,4,1604.04,2132.84,1,tied_agency
1052,20241115,18,1,2486.85,3492.85,2,tied_agency
362,20231204,8,1,1826.81,2657.6,2,bancassurance
5631,20251021,68,3,908.96,1131.77,1,tied_agency
13693,20240725,169,6,1380.76,1362.18,1,tied_agency
761,20241107,13,6,1492.72,1615.63,1,bancassurance
13483,20231218,167,3,798.27,787.63,2,bancassurance
8381,20250101,101,5,835.1,795.58,2,bancassurance
8696,20250429,104,1,4729.82,5662.53,2,bancassurance
11006,20240930,134,6,6743.68,6943.59,1,bancassurance
5361,20230424,66,3,1627.89,2251.02,2,bancassurance
15138,20240612,186,4,1127.8,1224.29,2,tied_agency
14145,20230821,9003,3,2574.66,3474.8,1,tied_agency
5869,20240715,71,3,1758.04,2160.54,2,tied_agency
7840,20250609,96,4,1986.35,2745.59,2,tied_agency
15554,20250224,191,5,312.14,457.2,2,tied_agency
731,20231116,13,3,2439.13,2299.69,1,bancassurance
11897,20240422,149,3,1671.18,1552.27,1,bancassurance
10461,20251001,128,4,2738.93,3315.82,1,tied_agency
880,20241129,15,1,3225.75,3507.31,1,tied_agency
10611,20231009,9008,4,1989.65,2278.15,1,tied_agency
10155,20240520,126,3,1050.7,1257.99,2,bancassurance
9277,20230424,116,1,3903.34,4642.71,1,bancassurance
15358,20240716,189,3,815.31,759.73,2,bancassurance
7698,20230306,96,4,2573.65,3514.24,1,tied_agency
11413,20230818,140,2,995.59,1481.59,1,bancassurance
15940,20250205,197,1,2271.93,2541.97,2,tied_agency
13211,20231206,164,1,3589.37,3882.51,1,tied_agency
2385,20250310,31,2,3465.45,4855.88,1,tied_agency
463,20241227,9,3,2742.58,2501.62,2,bancassurance
2852,20250623,36,3,2196.85,3187.3,2,bancassurance
5900,20250821,71,3,1281.58,1679.38,2,tied_agency
3118,20250501,38,6,1910.2,1876.42,1,bancassurance
12729,20230821,158,3,2380.7,2432.31,1,tied_agency
1564,20230918,9003,3,2394.29,2716.65,2,bancassurance
3017,20250617,37,1,2318.16,2803.89,1,tied_agency
13187,20250911,163,6,2353.65,3088.25,2,tied_agency
4144,20231009,52,1,2654.48,2432.54,1,tied_agency
10804,20240201,132,1,2393.44,2496.57,1,tied_agency
11600,20240219,144,5,619.4,787.39,1,bancassurance
12091,20240722,151,2,3122.26,2932.98,2,bancassurance
4630,20251022,58,5,1110.01,1444.81,2,tied_agency
3665,20230918,47,4,2172.51,2253.91,2,tied_agency
13667,20231106,169,3,669.2,967.53,2,tied_agency
11857,20230804,149,5,984.75,1155.92,2,bancassurance
14771,20250303,183,2,2140.29,2847.87,2,tied_agency
14119,20251223,176,5,973.89,977.71,1,bancassurance
6759,20250430,82,4,626.81,861.77,1,bancassurance
2104,20250521,28,4,1006.67,1065.62,2,bancassurance
3913,20251230,49,5,570.71,572.09,2,tied_agency
5210,20240327,64,6,5317.11,7591.43,1,tied_agency
7915,20240401,97,4,2073.21,1923.69,1,bancassurance
30,20240109,9010,5,1129.08,1578.09,1,tied_agency
13709,20250212,169,5,810.34,1189.58,2,tied_agency
12322,20230214,154,2,4255.92,6225.91,2,tied_agency
14168,20240701,177,5,609.45,577.46,2,tied_agency
6389,20231229,78,5,285.2,281.81,2,tied_agency
2719,20240115,35,2,2825.01,2964.64,1,tied_agency
3953,20240305,50,2,3610.97,4434.7,2,bancassurance
12286,20241119,153,5,697.37,1008.35,2,bancassurance
15404,20230202,190,2,800.66,736.45,1,tied_agency
5801,20250307,70,4,819.64,1069.07,1,tied_agency
2312,20251021,29,1,4686.24,5463.78,1,tied_agency
12944,20231129,9007,4,2218.67,2996.87,2,bancassurance
8112,20240722,99,2,2237.99,3326.82,2,bancassurance
12165,20231211,152,5,694.43,671.23,1,bancassurance
8388,20250306,101,5,1135.67,1481.63,1,bancassurance
5482,20240226,67,5,1065.15,1210.64,2,tied_agency
7104,20250505,85,2,3760.39,5262.06,1,tied_agency
10266,20240103,127,3,2077.55,2373.43,2,bancassurance
420,20230331,9,1,4355.22,6168.74,1,bancassurance
9226,20240627,115,6,7787.29,8985.31,1,tied_agency
5872,20240805,71,5,564.13,768.88,1,tied_agency
5456,20230327,67,4,2847.08,3199.31,2,tied_agency
4646,20230424,60,6,7973.57,10005.99,1,tied_agency
12249,20230929,153,6,3329.78,3277.68,1,bancassurance
4400,20230503,56,2,4052.76,4413.97,1,tied_agency
3434,20251223,43,5,1066.93,1551.84,1,tied_agency
6288,20230630,76,2,4777.71,4886.18,2,tied_agency
13074,20230104,162,2,4667.87,6624.83,1,bancassurance
11029,20251001,134,6,7506.92,10858.59,2,bancassurance
5839,20230605,71,6,2769.22,3551.51,2,tied_agency
1211,20250825,20,5,1150.9,1260.18,1,tied_agency
1681,20250707,24,6,7187.9,7607.84,2,bancassurance
9082,20240418,113,2,4249.99,5456.87,2,tied_agency
12048,20230424,151,5,394.23,557.13,2,bancassurance
1087,20251215,18,1,878.99,1046.48,1,tied_agency
2075,20241111,28,6,2246.81,2585.84,2,bancassurance
13430,20250224,166,2,4642.19,5246.57,1,tied_agency
2589,20241223,33,6,2302.45,2470.16,1,bancassurance
793,20251107,13,4,612.19,851.5,2,bancassurance
2289,20250616,9004,4,2120.94,3016.97,1,tied_agency
433,20230925,9,4,2471.82,3081.95,1,bancassurance
4031,20231101,51,3,797.78,1100.13,1,tied_agency
7215,20230227,88,1,3632.51,4659.86,2,bancassurance
8722,20250904,104,3,580.86,860.5,1,bancassurance
4475,20241118,56,6,7526.84,9651.93,2,tied_agency
13946,20251222,173,4,1005.51,1023.38,1,tied_agency
14914,20240520,184,2,1543.86,1403.18,2,bancassurance
14323,20230927,180,1,4656.51,4977.34,1,tied_agency
13587,20240422,168,6,5062.54,6109.63,2,tied_agency
8918,20250224,109,5,209.15,191.19,1,bancassurance
366,20240301,8,6,7204.9,9819.26,2,bancassurance
6188,20230525,9004,2,4308.29,6413.25,2,tied_agency
9937,20250127,124,2,1924.88,2260.26,2,bancassurance
8817,20231102,107,5,423.29,573.18,1,bancassurance
16035,20230413,199,5,341.6,372.37,2,bancassurance
1669,20250505,24,2,3316.45,4371.16,2,bancassurance
4425,20231127,56,5,899.29,859.36,2,tied_agency
2224,20240513,29,3,2329.76,2839.42,1,tied_agency
2282,20250516,29,6,2108.12,2699.1,2,tied_agency
15535,20240624,191,5,391.01,501.27,2,tied_agency
5310,20240719,65,4,2669.04,2743.58,1,tied_agency
11970,20250812,149,6,6838.34,7344.4,1,bancassurance
1696,20251125,24,6,7542.74,7386.66,1,bancassurance
6173,20230105,9005,1,3324.09,3816.71,1,tied_agency
4610,20250307,58,5,982.94,1394.81,2,tied_agency
1170,20251023,19,6,3890.73,5465.3,2,tied_agency
4254,20251006,52,2,4292.2,5004.84,2,tied_agency
5708,20250403,69,6,1416.07,1299.87,2,tied_agency
2482,20240701,32,5,348.85,485.39,1,tied_agency
8765,20251103,105,5,342.32,449.53,1,bancassurance
3239,20230417,40,5,1024.87,1451.59,1,tied_agency
3038,20251007,37,3,1858.67,1881.3,1,tied_agency
14484,20230421,182,2,3708.0,3822.3,1,tied_agency
218,20231011,9004,5,797.92,1040.1,1,bancassurance
11839,20230413,149,2,1806.85,1680.04,2,bancassurance
4229,20250424,52,1,2134.74,2268.25,1,tied_agency
7302,20251225,88,6,2709.2,3694.62,2,bancassurance
10225,20250717,126,2,4556.01,6575.68,2,bancassurance
13459,20230320,167,5,357.6,414.75,1,bancassurance
12775,20250310,158,2,4306.57,5268.08,2,tied_agency
15833,20240802,195,6,7009.47,7480.6,1,bancassurance
8866,20240318,108,3,1483.0,1349.56,1,bancassurance
1119,20240618,19,1,3189.19,3808.95,2,tied_agency
11109,20230320,137,1,1041.02,1002.23,2,bancassurance
16065,20250819,199,6,1475.15,1488.53,2,bancassurance
11691,20250609,146,6,6676.38,9552.07,1,bancassurance
4473,20241021,56,6,7572.78,10986.14,1,tied_agency
12147,20230406,152,4,2163.51,2557.42,1,bancassurance
5447,20251027,66,6,6249.14,8570.41,2,bancassurance
1369,20250411,21,3,1117.88,1323.73,1,tied_agency
3654,20230505,47,2,2162.11,2923.72,1,tied_agency
12568,20230703,157,3,1402.72,1777.38,1,bancassurance
15301,20250804,187,4,1786.1,2305.24,1,bancassurance
10388,20240822,128,4,2103.67,3082.44,2,tied_agency
3938,20230920,50,2,3698.87,4460.08,2,bancassurance
170,20240813,4,3,804.69,1050.9,2,tied_agency
11235,20240619,9011,2,2176.52,3071.95,2,tied_agency
3805,20250728,48,2,3369.28,4107.62,1,tied_agency
2164,20230505,29,1,1610.35,2184.88,2,tied_agency
1142,20250120,19,3,2842.91,3467.3,2,tied_agency
2926,20231130,37,5,1070.3,1313.94,2,tied_agency
7264,20240930,88,2,1854.18,2758.68,1,bancassurance
14786,20250602,183,3,1829.91,2091.66,1,tied_agency
267,20241003,6,5,712.44,685.35,2,tied_agency
12707,20251203,157,5,522.61,555.34,2,bancassurance
4860,20250303,61,4,2790.12,3405.86,2,bancassurance
14043,20230508,176,2,1147.71,1267.73,2,bancassurance
13155,20251024,162,4,585.53,825.51,2,bancassurance
2240,20240819,29,5,620.76,780.38,2,tied_agency
11097,20250319,136,3,2432.65,3598.37,2,tied_agency
7362,20230816,90,6,3167.11,2996.18,1,bancassurance
15848,20250217,195,6,5540.09,5185.13,1,bancassurance
860,20240311,15,6,2971.39,4083.04,2,tied_agency
5358,20230327,66,6,7634.08,8700.26,2,bancassurance
4357,20231225,9003,5,346.87,385.5,2,bancassurance
6532,20250717,79,6,4634.8,6246.17,2,bancassurance
403,20250715,8,2,4614.88,4914.8,1,bancassurance
3923,20230316,50,1,3228.11,4086.31,1,bancassurance
885,20241220,15,5,444.83,419.36,2,tied_agency
7511,20250929,91,4,1816.52,2256.99,1,bancassurance
6035,20240304,73,3,2919.5,2806.47,1,tied_agency
16001,20240927,198,5,627.23,860.36,1,bancassurance
14457,20251020,181,6,5008.86,7139.37,2,tied_agency
9034,20250822,112,6,5260.49,6960.09,1,bancassurance
14481,20230322,182,6,2377.83,3009.13,1,tied_agency
3030,20250924,37,6,3800.58,4966.38,1,tied_agency
